id,year,active_year,start_year,end_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,iso3,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
,#date+year,,#date+year+start,#date+year+end,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,,#country+code,#region+name,,,#date+start,#date+end,,,,,,#affected+killed,
136328,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 6/5,,,,police,1,Tikrīt town,Şalāḩ ad Dīn province,Qaḑā’ Tikrīt,34.615807,43.678606,POINT (43.678606 34.615807),179728,Iraq,645,IRQ,Middle East,1,1,2005-05-06,2005-05-06,9,1,0,0,10,10,10
136841,2005,1,2005,2005,3,538,Jamaat Jund al-Sahaba - Civilians,1005,Jamaat Jund al-Sahaba - Civilians,384,,Jamaat Jund al-Sahaba,1,,Civilians,-1,r 6/5,,,,"police, hospital sources",1,Aş Şuwayrah town,Wāsiţ province,Qaḑā’ aş Şuwayrah,32.925556,44.775833,POINT (44.775833 32.925556),176850,Iraq,645,IRQ,Middle East,1,1,2005-05-06,2005-05-06,0,0,30,1,31,31,31
131167,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 9/5,,,,US military,6,Iraq,,,33.0,44.0,POINT (44.000000 33.000000),177569,Iraq,645,IRQ,Middle East,1,1,2005-05-07,2005-05-07,1,0,0,0,1,1,1
136323,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 7/5,,,,,1,Baghdād city,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,IRQ,Middle East,1,1,2005-05-07,2005-05-07,0,0,0,22,22,22,22
131534,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 8/5,,,,,1,Al Qā’im town,Al Anbār province,Al Qā’im district,34.368367,41.162221,POINT (41.162221 34.368367),179003,Iraq,645,IRQ,Middle East,1,1,2005-05-08,2005-05-08,2,6,0,0,8,8,8
131536,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 9/5,,,,US military,4,Al Anbār province,Al Anbār province,,33.0,41.75,POINT (41.750000 33.000000),177564,Iraq,645,IRQ,Middle East,2,2,2005-05-08,2005-05-09,0,69,0,0,69,69,75
136170,2005,1,2005,2005,1,259,Iraq: Government,523,Government of Iraq - Ansar al-Islam,116,645.0,Government of Iraq,233,,Ansar al-Islam,-1,"r 15/5, AP 10/5",,,,,5,Western Iraq,,,33.0,41.75,POINT (41.750000 33.000000),177564,Iraq,645,IRQ,Middle East,1,1,2005-05-09,2005-05-09,0,0,0,13,13,13,16
136329,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 11/5,,,,,1,Rāwah town,Al Anbār province,Qaḑā’ ‘Ānah,34.479354,41.908487,POINT (41.908487 34.479354),179004,Iraq,645,IRQ,Middle East,1,1,2005-05-10,2005-05-10,1,0,0,0,1,1,1
136168,2005,1,2005,2005,1,259,Iraq: Government,523,Government of Iraq - Ansar al-Islam,116,645.0,Government of Iraq,233,,Ansar al-Islam,-1,"r 11/5, AP 11/5",,,,,1,Ḩawījah town,At-Ta'mim province,Qaḑā’ al Ḩawījah,35.324934,43.768621,POINT (43.768621 35.324934),180448,Iraq,645,IRQ,Middle East,1,1,2005-05-11,2005-05-11,0,0,0,19,19,19,32
136330,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 11/5,,,,US military,3,Al Qā’im district,Al Anbār province,Al Qā’im district,34.239533,41.021072,POINT (41.021072 34.239533),179003,Iraq,645,IRQ,Middle East,1,1,2005-05-11,2005-05-11,0,25,0,0,25,25,25
136331,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 12/5,,,,,5,Northwestern Iraq,,,36.166667,42.583333,POINT (42.583333 36.166667),181886,Iraq,645,IRQ,Middle East,1,1,2005-05-11,2005-05-11,2,0,0,0,2,2,2
136853,2005,1,2005,2005,3,505,Ansar al-Islam - Civilians,972,Ansar al-Islam - Civilians,233,,Ansar al-Islam,1,,Civilians,-1,r 11/5,,,,police,1,Tikrīt town,Şalāḩ ad Dīn province,Qaḑā’ Tikrīt,34.615807,43.678606,POINT (43.678606 34.615807),179728,Iraq,645,IRQ,Middle East,1,1,2005-05-11,2005-05-11,0,0,32,1,33,33,34
136336,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 17/5,,,,,1,Al Qā’im town,Al Anbār province,Al Qā’im district,34.368367,41.162221,POINT (41.162221 34.368367),179003,Iraq,645,IRQ,Middle East,1,1,2005-05-17,2005-05-17,0,0,0,0,0,0,3
136334,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,Al-Jazeera satellite TV on 14 May,,,,,1,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,IRQ,Middle East,1,1,2005-05-14,2005-05-14,0,0,0,2,2,2,2
136335,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 15/5,,,,,1,Ba‘qūbah town,Diyālá province,Qaḑā’ Ba‘qūbah,33.746595,44.643663,POINT (44.643663 33.746595),178290,Iraq,645,IRQ,Middle East,1,1,2005-05-15,2005-05-15,4,2,2,0,8,8,8
136820,2005,1,2005,2005,3,481,Government of Iraq - Civilians,948,Government of Iraq - Civilians,116,645.0,Government of Iraq,1,,Civilians,-1,r 17/5,,,,,1,Baghdād city,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,IRQ,Middle East,1,1,2005-05-17,2005-05-17,0,0,0,0,0,0,1
136339,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 19/5,,,,hospital source,1,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,IRQ,Middle East,1,1,2005-05-19,2005-05-19,0,2,0,0,2,2,2
136340,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 19/5,,,,,1,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,IRQ,Middle East,1,1,2005-05-19,2005-05-19,0,0,0,0,0,0,7
136842,2005,1,2005,2005,3,538,Jamaat Jund al-Sahaba - Civilians,1005,Jamaat Jund al-Sahaba - Civilians,384,,Jamaat Jund al-Sahaba,1,,Civilians,-1,Al-Sharqiyah TV on 20 May,,,,,1,Baghdād city,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,IRQ,Middle East,1,1,2005-05-20,2005-05-20,0,0,0,3,3,3,3
135395,2005,1,2005,2005,1,259,Iraq: Government,523,Government of Iraq - Ansar al-Islam,116,645.0,Government of Iraq,233,,Ansar al-Islam,-1,r 23/5,,,,,1,Ţūzkhūrmātū town,Şalāḩ ad Dīn province,Tooz district,34.888083,44.632564,POINT (44.632564 34.888083),179730,Iraq,645,IRQ,Middle East,1,1,2005-05-23,2005-05-23,0,1,0,5,6,6,6
136343,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 23/5,,,,US military,1,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,IRQ,Middle East,1,1,2005-05-23,2005-05-23,3,0,0,0,3,3,3
136875,2005,1,2005,2005,3,506,IS - Civilians,973,IS - Civilians,234,,IS,1,,Civilians,-1,r 23/5,,,,,1,Tall ‘Afar town,Nīnawá province,Qaḑā’ Tall ‘Afar,36.379134,42.448065,POINT (42.448065 36.379134),181885,Iraq,645,IRQ,Middle East,1,1,2005-05-23,2005-05-23,0,0,15,0,15,15,35
136342,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 26/5,,,,US military,1,Haditha town,Al Anbār province,Qaḑā’ Ḩadīthah,34.134772,42.377236,POINT (42.377236 34.134772),179005,Iraq,645,IRQ,Middle East,1,1,2005-05-25,2005-05-25,1,0,0,0,1,1,1
136344,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,Al-Sharqiyah TV on 26 May,,,,hospital source,1,Tall ‘Afar town,Nīnawá province,Qaḑā’ Tall ‘Afar,36.379134,42.448065,POINT (42.448065 36.379134),181885,Iraq,645,IRQ,Middle East,1,1,2005-05-25,2005-05-25,0,0,0,0,0,0,4
136345,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 25/5,,,,"residents, hospital sources",1,Haditha town,Al Anbār province,Qaḑā’ Ḩadīthah,34.134772,42.377236,POINT (42.377236 34.134772),179005,Iraq,645,IRQ,Middle East,1,1,2005-05-25,2005-05-25,0,10,0,0,10,10,10
136346,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 25/5,,,,police,1,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,IRQ,Middle East,1,1,2005-05-25,2005-05-25,1,0,0,0,1,1,1
136821,2005,1,2005,2005,3,481,Government of Iraq - Civilians,948,Government of Iraq - Civilians,116,645.0,Government of Iraq,1,,Civilians,-1,Al-Sharqiyah TV on 25 May,,,,,1,Sāmarrā’ town,Şalāḩ ad Dīn province,Qaḑā’ Sāmarrā’,34.196632,43.873899,POINT (43.873899 34.196632),179008,Iraq,645,IRQ,Middle East,1,1,2005-05-25,2005-05-25,0,0,1,0,1,1,1
132142,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 28/5,,,,,2,Sinjār town,Nīnawá province,Sinjār district,36.320901,41.876562,POINT (41.876562 36.320901),181884,Iraq,645,IRQ,Middle East,1,1,2005-05-28,2005-05-28,0,2,0,3,5,5,7
136349,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,Al-Sharqiyah TV on 27 May,,,,police,1,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,IRQ,Middle East,1,1,2005-05-27,2005-05-27,1,0,0,0,1,1,1
130288,2005,1,2005,2005,3,505,Ansar al-Islam - Civilians,972,Ansar al-Islam - Civilians,233,,Ansar al-Islam,1,,Civilians,-1,r 28/5,,,,website,6,Iraq,,,33.0,44.0,POINT (44.000000 33.000000),177569,Iraq,645,IRQ,Middle East,1,1,2005-05-28,2005-05-28,0,0,1,0,1,1,1
132171,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 29/5,,,,,2,Haqlaniyah town,Al Anbār province,Qaḑā’ Ḩadīthah,34.177816,42.354344,POINT (42.354344 34.177816),179005,Iraq,645,IRQ,Middle East,1,1,2005-05-28,2005-05-28,0,0,0,0,0,0,1
132465,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 28/5,,,,,1,Haditha town,Al Anbār province,Qaḑā’ Ḩadīthah,34.134772,42.377236,POINT (42.377236 34.134772),179005,Iraq,645,IRQ,Middle East,1,1,2005-05-28,2005-05-28,0,14,0,0,14,14,14
136878,2005,1,2005,2005,3,506,IS - Civilians,973,IS - Civilians,234,,IS,1,,Civilians,-1,bbc 30/5,,,,,1,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,IRQ,Middle East,1,1,2005-05-28,2005-05-28,0,0,3,0,3,3,3
132466,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 29/5,,,,,1,Baghdād city,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,IRQ,Middle East,1,1,2005-05-29,2005-05-29,0,0,0,6,6,6,6
136172,2005,1,2005,2005,1,259,Iraq: Government,523,Government of Iraq - Ansar al-Islam,116,645.0,Government of Iraq,233,,Ansar al-Islam,-1,r 29/5,,,,,1,Ţūzkhūrmātū town,Şalāḩ ad Dīn province,Tooz district,34.888083,44.632564,POINT (44.632564 34.888083),179730,Iraq,645,IRQ,Middle East,1,1,2005-05-29,2005-05-29,0,0,1,1,2,2,3
136350,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,Al-Sharqiyah TV on 31 May,,,,,3,Al Qā’im district,Al Anbār province,Al Qā’im district,34.239533,41.021072,POINT (41.021072 34.239533),179003,Iraq,645,IRQ,Middle East,1,1,2005-05-29,2005-05-29,0,0,0,0,0,0,5
136879,2005,1,2005,2005,3,506,IS - Civilians,973,IS - Civilians,234,,IS,1,,Civilians,-1,Al-Sharqiyah TV on 31 May,,,,police,1,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,IRQ,Middle East,1,1,2005-05-31,2005-05-31,0,0,1,0,1,1,1
136169,2005,1,2005,2005,1,259,Iraq: Government,523,Government of Iraq - Ansar al-Islam,116,645.0,Government of Iraq,233,,Ansar al-Islam,-1,r 30/5,,,,,1,Kirkūk town,At-Ta'mim province,Qaḑā’ Kirkūk,35.468056,44.392222,POINT (44.392222 35.468056),180449,Iraq,645,IRQ,Middle East,1,1,2005-05-30,2005-05-30,1,0,0,0,1,1,1
136351,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 30/5,,,,,1,Al Ḩillah town,Bābil province,Qaḑā’ al Ḩillah,32.463672,44.41963,POINT (44.419630 32.463672),176129,Iraq,645,IRQ,Middle East,1,1,2005-05-30,2005-05-30,0,2,0,27,29,29,29
136352,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,Al-Sharqiyah TV on 31 May,,,,police,1,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,IRQ,Middle East,1,1,2005-05-31,2005-05-31,0,0,0,0,0,0,1
136353,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,bbc 1/6,,,,,1,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,IRQ,Middle East,1,1,2005-05-31,2005-05-31,0,2,0,0,2,2,2
132467,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 1/6,,,,,2,Baghdād city,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,IRQ,Middle East,1,1,2005-06-01,2005-06-01,0,1,0,0,1,1,3
136354,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,Al-Jazeera satellite TV on 1 June,,,,,1,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,IRQ,Middle East,1,1,2005-06-01,2005-06-01,1,0,0,0,1,1,1
136173,2005,1,2005,2005,1,259,Iraq: Government,523,Government of Iraq - Ansar al-Islam,116,645.0,Government of Iraq,233,,Ansar al-Islam,-1,r 2/6,,,,government source,1,Ţūzkhūrmātū town,Şalāḩ ad Dīn province,Tooz district,34.888083,44.632564,POINT (44.632564 34.888083),179730,Iraq,645,IRQ,Middle East,1,1,2005-06-02,2005-06-02,2,1,0,9,12,12,12
136355,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 2/6,,,,police,1,Ba‘qūbah town,Diyālá province,Qaḑā’ Ba‘qūbah,33.746595,44.643663,POINT (44.643663 33.746595),178290,Iraq,645,IRQ,Middle East,1,1,2005-06-02,2005-06-02,1,1,0,3,5,5,5
136356,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,Al-Sharqiyah TV on 2 June,,,,army,1,Aḑ Ḑulū‘īyah town,Şalāḩ ad Dīn province,Qaḑā’ Balad,34.056214,44.218295,POINT (44.218295 34.056214),179009,Iraq,645,IRQ,Middle East,1,1,2005-06-02,2005-06-02,0,0,1,0,1,1,1
136358,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 2/6,,,,police,1,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,IRQ,Middle East,1,1,2005-06-02,2005-06-02,0,0,0,5,5,5,5
136359,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,bbc 7/6,,,,,1,Tall ‘Afar town,Nīnawá province,Qaḑā’ Tall ‘Afar,36.379134,42.448065,POINT (42.448065 36.379134),181885,Iraq,645,IRQ,Middle East,1,1,2005-06-04,2005-06-04,2,0,0,0,2,2,2
136827,2005,1,2005,2005,3,481,Government of Iraq - Civilians,948,Government of Iraq - Civilians,116,645.0,Government of Iraq,1,,Civilians,-1,r 7/6,,,,,1,al Başrah town,Al Başrah  province,Qaḑā’ al Başrah,30.533016,47.797466,POINT (47.797466 30.533016),173976,Iraq,645,IRQ,Middle East,1,1,2005-06-05,2005-06-05,0,0,0,0,0,0,1
136360,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,Al-Sharqiyah TV on 6 June,,,,army source,1,Aḑ Ḑulū‘īyah town,Şalāḩ ad Dīn province,Qaḑā’ Balad,34.056214,44.218295,POINT (44.218295 34.056214),179009,Iraq,645,IRQ,Middle East,1,1,2005-06-06,2005-06-06,0,0,1,0,1,1,1
136361,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,Al-Sharqiyah TV on 6 June,,,,,1,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,IRQ,Middle East,1,1,2005-06-06,2005-06-06,0,0,1,0,1,1,5
136362,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,Al-Manar on 8 June,,,,,1,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,IRQ,Middle East,1,1,2005-06-08,2005-06-08,2,4,0,0,6,6,9
136363,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,Al-Sharqiyah TV on 10 June,,,,,1,Al Qā’im town,Al Anbār province,Al Qā’im district,34.368367,41.162221,POINT (41.162221 34.368367),179003,Iraq,645,IRQ,Middle East,1,1,2005-06-10,2005-06-10,0,0,0,0,0,0,21
136357,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 11/6,,,,,1,Baghdād city,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,IRQ,Middle East,1,1,2005-06-11,2005-06-11,0,1,0,0,1,1,1
136367,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 11/6,,,,,1,Baghdād city,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,IRQ,Middle East,1,1,2005-06-11,2005-06-11,3,1,0,0,4,4,9
136368,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,Al-Sharqiyah TV on 11 June,,,,,1,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,IRQ,Middle East,1,1,2005-06-11,2005-06-11,0,0,1,0,1,1,1
132753,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 13/6,,,,police,1,Sāmarrā’ town,Şalāḩ ad Dīn province,Qaḑā’ Sāmarrā’,34.196632,43.873899,POINT (43.873899 34.196632),179008,Iraq,645,IRQ,Middle East,1,1,2005-06-13,2005-06-13,5,1,0,0,6,6,6
132483,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 13/6,,,,interior ministry,1,Tikrīt town,Şalāḩ ad Dīn province,Qaḑā’ Tikrīt,34.615807,43.678606,POINT (43.678606 34.615807),179728,Iraq,645,IRQ,Middle East,1,1,2005-06-13,2005-06-13,3,1,0,0,4,4,4
132754,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 13/6,,,,police,1,Baghdād city,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,IRQ,Middle East,1,1,2005-06-13,2005-06-13,0,1,2,0,3,3,3
136174,2005,1,2005,2005,1,259,Iraq: Government,523,Government of Iraq - Ansar al-Islam,116,645.0,Government of Iraq,233,,Ansar al-Islam,-1,r 14/6,,,,police,1,Kirkūk town,At-Ta'mim province,Qaḑā’ Kirkūk,35.468056,44.392222,POINT (44.392222 35.468056),180449,Iraq,645,IRQ,Middle East,1,1,2005-06-14,2005-06-14,0,0,0,22,22,22,22
136175,2005,1,2005,2005,1,259,Iraq: Government,523,Government of Iraq - Ansar al-Islam,116,645.0,Government of Iraq,233,,Ansar al-Islam,-1,r 14/6,,,,police,1,Kan‘ān town,Diyālá province,Baladrūz district,33.692381,44.805303,POINT (44.805303 33.692381),178290,Iraq,645,IRQ,Middle East,1,1,2005-06-14,2005-06-14,5,0,0,0,5,5,5
136369,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 15/6,,,,"police, military sources",1,Khāliş town,Diyālá province,Qaḑā’ al Khāliş,33.808094,44.533435,POINT (44.533435 33.808094),178290,Iraq,645,IRQ,Middle East,1,1,2005-06-15,2005-06-15,0,1,0,25,26,26,32
136176,2005,1,2005,2005,1,259,Iraq: Government,523,Government of Iraq - Ansar al-Islam,116,645.0,Government of Iraq,233,,Ansar al-Islam,-1,r 16/6,,,,police,1,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,IRQ,Middle East,1,1,2005-06-16,2005-06-16,2,0,0,0,2,2,2
136883,2005,1,2005,2005,3,506,IS - Civilians,973,IS - Civilians,234,,IS,1,,Civilians,-1,(KDP) newspaper Khabat on 16 June,,,,,1,Tall ‘Afar town,Nīnawá province,Qaḑā’ Tall ‘Afar,36.379134,42.448065,POINT (42.448065 36.379134),181885,Iraq,645,IRQ,Middle East,1,1,2005-06-16,2005-06-16,0,0,2,0,2,2,2
136377,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 20/6,,,,US military,1,Al Karāblah town,Al Anbār province,Al Qā’im district,34.390889,41.046437,POINT (41.046437 34.390889),179003,Iraq,645,IRQ,Middle East,2,2,2005-06-16,2005-06-20,0,0,0,0,0,0,42
136370,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 17/6,,,,hospital source,2,Al Qā’im town,Al Anbār province,Al Qā’im district,34.368367,41.162221,POINT (41.162221 34.368367),179003,Iraq,645,IRQ,Middle East,1,1,2005-06-17,2005-06-17,0,0,0,20,20,20,50
136371,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 18/6,,,,US military,3,Al Qā’im district,Al Anbār province,Al Qā’im district,34.239533,41.021072,POINT (41.021072 34.239533),179003,Iraq,645,IRQ,Middle East,1,1,2005-06-18,2005-06-18,0,30,0,0,30,30,30
136372,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 19/6,,,,US military,1,Al Karāblah town,Al Anbār province,Al Qā’im district,34.390889,41.046437,POINT (41.046437 34.390889),179003,Iraq,645,IRQ,Middle East,1,1,2005-06-18,2005-06-18,1,0,0,0,1,1,1
136373,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 19/6,,,,police,1,Baghdād city,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,IRQ,Middle East,1,1,2005-06-19,2005-06-19,7,1,0,15,23,23,23
136374,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,"r 19/6, BBC 19/6",,,,police,1,Baghdād city,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,IRQ,Middle East,1,1,2005-06-19,2005-06-19,0,0,0,2,2,2,5
136375,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,r 19/6,,,,US military,1,Al Karāblah town,Al Anbār province,Al Qā’im district,34.390889,41.046437,POINT (41.046437 34.390889),179003,Iraq,645,IRQ,Middle East,1,1,2005-06-19,2005-06-19,0,2,0,0,2,2,2
136177,2005,1,2005,2005,1,259,Iraq: Government,523,Government of Iraq - Ansar al-Islam,116,645.0,Government of Iraq,233,,Ansar al-Islam,-1,r 20/6,,,,,1,Ḩalabchah town,As Sulaymānīyah province,Qaḑā’ Ḩalabchah,35.182018,45.967916,POINT (45.967916 35.182018),180452,Iraq,645,IRQ,Middle East,1,1,2005-06-20,2005-06-20,4,0,0,0,4,4,4
136376,2005,1,2005,2005,1,259,Iraq: Government,524,Government of Iraq - IS,116,645.0,Government of Iraq,234,,IS,-1,Al-Jazeera satellite TV on 20 June,,,,,1,Arbīl town,Arbīl province,Qaḑā’ Arbīl,36.192573,44.01062,POINT (44.010620 36.192573),181889,Iraq,645,IRQ,Middle East,1,1,2005-06-20,2005-06-20,12,1,0,0,13,13,13
